type,id,lat,lon,tags/level,tags/name,tags/railway,tags/wheelchair,tags/operator,tags/public_transport,tags/station,tags/subway,tags/website,tags/wikidata,tags/wikipedia,tags/name:de,tags/start_date,tags/door,tags/indoor,tags/stairs,tags/addr:city,tags/source,tags/check_date:wheelchair,tags/highway,tags/addr:postcode,tags/access,tags/elevator,tags/official_name,tags/platforms,tags/entrance,tags/barrier,tags/tactile_paving,tags/bicycle,tags/toilets:wheelchair,tags/network,tags/layer
node,1122508396,38.7140193,-9.1384114,,Rossio,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508408,38.7429462,-9.1334808,,Areeiro,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508410,38.7524692,-9.1434604,,Alvalade,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508428,38.7168228,-9.1356948,,Martim Moniz,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508431,38.7428943,-9.1336524,,Areeiro,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508432,38.7375743,-9.1339999,,Alameda,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508434,38.7228422,-9.1351792,,Intendente,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508435,38.7794042,-9.1594322,,Azinhaga da Cidade,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508445,38.7224663,-9.1354148,,Intendente,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508448,38.7537969,-9.1445193,,Alvalade,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508451,38.7523881,-9.1437704,,Alvalade,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508456,38.7377117,-9.1336941,,Alameda,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508465,38.7376034,-9.1335744,,Alameda,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508468,38.7372493,-9.1336284,,Alameda,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508486,38.779854,-9.1596549,,Escola Básica nº 109,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508491,38.736695,-9.1319657,,Alameda,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508495,38.7169042,-9.1363698,,Martim Moniz,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508498,38.7372755,-9.1340221,,Alameda,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508511,38.7139778,-9.1389526,-1,Rossio,subway_entrance,no,,,,,,,,,,no,door,,,,,,,,,,,,,,,,,
node,1122508516,38.7377373,-9.1338848,,Alameda,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508519,38.7366504,-9.1326846,,Alameda,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508523,38.7333947,-9.1340326,,Arroios,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508538,38.7538819,-9.1442573,,Alvalade,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508539,38.7728067,-9.1595744,,Lumiar,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122508541,38.7488049,-9.1418427,,Roma,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550663,38.7584417,-9.2191236,,Amadora Este,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550669,38.7582342,-9.2179997,,Amadora Este,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550683,38.7593071,-9.1923072,,Avenida Marechal Teixeira Rebelo / Estrada da Correia,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550704,38.7495991,-9.179913,,Alto dos Moínhos,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550715,38.7340605,-9.1442045,,"Praça Duque de Saldanha, Avenida Praia da Vitória, Avenida Defensores de Chaves, Avenida Casal Ribeiro",subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550719,38.7338635,-9.1455777,,"Praça Duque de Saldanha, Avenida Praia da Vitória, Avenida Fontes Pereira de Melo, Rua das Picoas, Avenida 5 de Outubro",subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550724,38.7458721,-9.1482102,,Avenida da República / Avenida 5 de Outubro,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550731,38.7451603,-9.1480396,,Avenida da República / Avenida 5 de Outubro,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550735,38.7593208,-9.1927923,,Avenida Marechal Teixeira Rebelo / Rua Eduardo Viana,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550749,38.7464979,-9.1476371,,Avenida da República (nascente) / Rua de Entre Campos,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550758,38.7587349,-9.2183874,,Amadora Este,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550786,38.7377659,-9.159973,,Praça de Espanha,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550807,38.7533837,-9.1897586,,Colégio Militar/Luz,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550814,38.7537622,-9.1894164,,Colégio Militar/Luz,subway_entrance,yes,,,,,http://metro.transporteslisboa.pt/,,,,,,,,Lisboa,,,,,,,,,,,,,,,
node,1122550827,38.7496321,-9.1802804,,Alto dos Moínhos,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550828,38.7414813,-9.1680382,,Jardim Zoológico,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550868,38.7401051,-9.1460674,,Campo Pequeno,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550886,38.7533381,-9.1886427,,Colégio Militar/Luz,subway_entrance,,,,,,http://metro.transporteslisboa.pt/,,,,,,,,Lisboa,,,,,,,,,,,,,,,
node,1122550889,38.7310118,-9.1470511,0;-1,Picoas,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550890,38.751152,-9.1592903,,Cidade Universitária,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550893,38.73081,-9.1469173,0;-1,Picoas,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550904,38.7420072,-9.1693433,,Jardim Zoológico,subway_entrance,,,,,,,,,Zoologischer Garten,,,,,,,,,,,,,,,,,,,,
node,1122550907,38.7414546,-9.1470196,,Avenida da República (poente); Avenida de Berna,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550929,38.7509277,-9.1590301,,Cidade Universitária,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550946,38.746313,-9.1482661,,Avenida da República (poente),subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550968,38.7378949,-9.1587644,,Praça de Espanha,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550974,38.7599242,-9.2042347,0;-1,Rua Teófilo Braga; Rua Adriano Correia de Oliveira,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550985,38.7599189,-9.2045958,0;-1,Rua Teófilo Braga; Rua Adriano Correia de Oliveira,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122550997,38.7529573,-9.1889821,,Colégio Militar/Luz,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122551004,38.7587961,-9.1926884,,Avenida Marechal Teixeira Rebelo / Rua Guiomar Torresão,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122551015,38.7477502,-9.1485315,,Avenida das Forças Armadas,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122689128,38.7153169,-9.1410079,-1,Restauradores,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122703835,38.7201296,-9.1540331,,"Largo do Rato, Rua do Salitre, Rua Alexandre Herculano, Rua da Escola Politécnica",subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1122703892,38.7201819,-9.1556826,,"Largo do Rato, Rua das Amoreiras, Avenida Álvares Cabral, Rua de São Bento",subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933002,38.7610428,-9.1113764,0;-1,Olivais,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933006,38.7631974,-9.1040676,,"Avenida de Pádua, Avenida Infante Dom Henrique",subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933021,38.7477176,-9.1185213,,Bela Vista,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933031,38.7602738,-9.1119533,0;-1,Olivais,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933051,38.7552586,-9.1140982,,Avenida Doutor Augusto de Castro;Rua Engenheiro Rodrigues de Carvalho,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933055,38.7612741,-9.1120078,0;-1,Olivais,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933057,38.7607189,-9.1121728,0;-1,Olivais,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933061,38.7477558,-9.1167401,,Bela Vista,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933063,38.7391941,-9.123652,,Olaias,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933078,38.7544661,-9.1137257,,Avenida Doutor Augusto de Castro;Rua Actriz Palmira Bastos,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933098,38.7477582,-9.1183097,,Bela Vista,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1123933106,38.7400383,-9.1240654,,Olaias,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1124214067,38.7485566,-9.1724309,,Laranjeira,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1124214166,38.748433,-9.1727429,,Laranjeira,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1135498726,38.7222726,-9.1352379,,Intendente,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1586066468,38.7348907,-9.144811,,"Avenida da República (sul), Avenida Duque de Ávila",subway_entrance,no,,,,,,,,,,,,,,knowledge,,,,,,,,,,,,,,
node,1678697820,38.7934744,-9.1730287,,Rua Egas Moniz / Rua Álvaro Campos,subway_entrance,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1678698096,38.793245,-9.1731151,,Rua Egas Moniz / Rua José Gomes Monteiro,subway_entrance,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1735446290,38.7334037,-9.1526451,,"Avenida António Augusto de Aguiar, Rua Carlos Testa",subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1788785587,41.1483381,-8.6106958,,,subway_entrance,no,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,
node,1788785617,41.1484719,-8.5987128,,,subway_entrance,yes,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,
node,1788785647,41.1486014,-8.5982789,,,subway_entrance,no,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,
node,1788785661,41.1485971,-8.6106115,,,subway_entrance,no,,,,,,,,,,,,,,bing,30/05/2022,,,,,,,,,,,,,
node,1788785711,41.1489741,-8.5985918,,,subway_entrance,no,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,
node,1788787458,41.1569143,-8.6091706,,,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1788787719,41.1575244,-8.6091934,,,subway_entrance,no,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,
node,1800615079,38.7297461,-9.1501975,,Parque,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1805482882,38.7187697,-9.144617,,Avenida,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1830679356,38.7138694,-9.1225949,,Santa Apolónia,subway_entrance,yes;no,,,,,,,,,,,,,,,,elevator,,,,,,,,,,,,
node,1831350951,38.7749313,-9.1157797,,Rua General Silva Freire (sul),subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1849064176,38.7603423,-9.1579635,,Campo Grande,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1864139682,38.7750856,-9.1028807,,Rua 1º de Maio (nascente),subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1864139685,38.7750736,-9.1030525,,"Rua 1º de Maio (poente), Rua Almirante Gago Coutinho",subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1914270652,38.7752156,-9.1158483,,Rua General Silva Freire (norte),subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1940783144,38.7402896,-9.1665075,,Jardim Zoológico,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1940783150,38.7403152,-9.167079,,Jardim Zoológico,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2122598606,38.7741327,-9.1598028,,Lumiar,subway_entrance,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
node,2122598611,38.7742936,-9.1596751,,Lumiar,subway_entrance,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
node,2182353199,38.7519527,-9.1586166,,Cidade Universitária,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2228738523,41.1522381,-8.6089773,2,Rua Gonçalo Cristovão;Rua do Bonjardim,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2330953717,38.7200213,-9.1456315,,Avenida,subway_entrance,no,,,,,,,,,,,,,,,16/04/2023,,,,,,,,,,,,,
node,2333165060,38.7686326,-9.1280417,,Aeroporto,subway_entrance,,,,,,,Q744682,,,,,,,,,,,,,,,,,,,,,,
node,2354350217,41.1487622,-8.6113004,,,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2354350232,41.1484775,-8.6113155,,,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2356764646,41.1441065,-8.6106958,,,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2356764683,41.1450743,-8.6106992,,,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2356764710,41.1452515,-8.6110321,,,subway_entrance,no,,,,,,,,,,,,,,,30/05/2022,,,,,,,,,,,,,
node,2356764729,41.1441357,-8.6105287,,,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2367434580,41.1496319,-8.6065877,,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2367434594,41.1498025,-8.6064948,,,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2375419752,41.1497915,-8.6060337,-1,,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2472271861,38.7353456,-9.1455359,,Avenida da República(poente); Avenida João Crisóstomo (poente),subway_entrance,no,,,,,,,,,,,,,,knowledge,,,,,,,,,,,,,,
node,2472271862,38.7354634,-9.1449522,,Avenida da República (nascente); Avenida João Crisóstomo (nascente),subway_entrance,no,,,,,,,,,,,,,,knowledge,,,,,,,,,,,,,,
node,2477982550,38.7537971,-9.1883147,,Colégio Militar/Luz,subway_entrance,,,,,,http://metro.transporteslisboa.pt/,,,,,,,,Lisboa,,,,1500-909,,,,,,,,,,,
node,2481048017,38.7556617,-9.1139265,,Rua Conselheiro Emídio Navarro (ISEL);Rua André Vidal Negreiros,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2485068039,38.7676464,-9.0986207,,,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2485068191,38.7679532,-9.0985912,,,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2508703381,38.7485119,-9.1490074,,Jardim do Campo Grande,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2512560517,38.7164246,-9.1426892,,Restauradores,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2512560518,38.7165063,-9.1425287,,Restauradores,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2591895781,38.7418965,-9.1330688,,Avenida Almirante Reis (nascente) / Avenida Afonso Costa,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2690518317,38.7534823,-9.1439228,,Alvalade,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2760245696,38.7278464,-9.1346764,,Anjos,subway_entrance,no,Metropolitano de Lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2789492889,41.1608286,-8.6282337,-1,Casa da Música,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2789492890,41.1603362,-8.6283689,-1,Casa da Música,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2937819149,38.7345433,-9.1544839,,"Avenida Ressano Garcia, Bairro Azul",subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2937819150,38.7350644,-9.1517973,,"Avenida Duque de Ávila (poente), Rua Marquês Sá da Bandeira, Rua Marquês de Fronteira, Rua Pinheiro Chagas",subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2937824494,38.7337798,-9.1539781,,El Corte Inglés,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2952337779,38.7472293,-9.1406546,,Roma,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2952337821,38.7484567,-9.1413301,,Roma,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2966380038,38.7308811,-9.1461333,0;-1,Picoas,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3020942761,38.7353399,-9.1428093,,Avenida Duque de Ávila; Avenida Defensores de Chaves,subway_entrance,no,,,,,,,,,,,,,,,28/04/2023,,,,,,,,,,,,,
node,3020942762,38.7353479,-9.1425637,,Rua Dona Filipa de Vilhena; Rua Dona Estefânia,subway_entrance,no,,,,,,,,,,,,,,,28/04/2023,,,,,,,,,,,,,
node,3141074586,38.7603515,-9.1660343,0,Telheiras,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3141074587,38.7598634,-9.1668724,0,Telheiras,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3251152794,38.7299139,-9.1469629,0;-1,Picoas,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3251152795,38.7306478,-9.1464943,0;-1,Picoas,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3251718686,38.73006,-9.1473481,0;-1,Picoas,subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3251806307,38.7355217,-9.1449643,,Avenida da República (nascente); Avenida João Crisóstomo (nascente),subway_entrance,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3251806308,38.7348652,-9.1454091,,Avenida da República (sul),subway_entrance,no,,,,,,,,,,,,,,,19/01/2023,,,,,,,,,,,,,
node,3251927305,38.7235376,-9.1488622,-1,Acesso 7,subway_entrance,no,,,,,,,,,,,,,,,,,,permissive,,,,,,,,,,
node,3445723633,38.7203371,-9.1546937,,Largo do Rato,subway_entrance,yes,,,,,,,,,,,,,,,,elevator,,,,,,,,,,,,
node,3557799339,41.1611221,-8.6042969,,Marquês,subway_entrance,yes,,,,,,,,,,,,,,,29/04/2024,,,,,,,,,,,,,
node,3665250841,38.7737964,-9.1596564,,Lumiar,subway_entrance,yes,,,,,,,,,,,,no,,,,,,,yes,,,,,,,,,
node,3871232094,38.731971,-9.1344644,,Arroios,subway_entrance,no,,,,,,Q1848374,pt:Estação Arroios,,,,,,,,,,,,,,,,,,,,,
node,3871232095,38.7319591,-9.1342691,,Arroios,subway_entrance,no,,,,,,Q1848374,pt:Estação Arroios,,,,,,,,,,,,,,,,,,,,,
node,3897689884,41.1465424,-8.5929601,,,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3897689885,41.1467563,-8.5930016,,,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3939402959,41.1651822,-8.5986468,,Combatentes,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3939407557,41.1497096,-8.6052096,,Acesso à estação do Bolhão,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3939412757,41.1695597,-8.598874,,Salgueiros,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3939648258,41.15862,-8.6222414,,Carolina Michaelis,subway_entrance,yes,,,,,,,,,,,,,,,,,,,,Carolina Michaëlis,,,,,,,,
