id,type,name,latitude,longitude,capacity,access
1033327992,node,,38.163309,-7.8946653,10,
1069277466,node,,39.6407896,-8.591572,,
1078699223,node,,37.1049457,-8.6766537,,
1080517118,node,,37.1422223,-8.0374757,,
1081161041,node,,37.0922818,-8.1652016,,
1081202242,node,,37.0967867,-8.6771687,,
1093963686,node,,32.7121189,-17.1485858,,
1093963696,node,,32.7134008,-17.1474807,,
1100706211,node,,38.7070746,-9.3873199,,
1102659487,node,Aqualuz Hotel Parking,37.0950242,-8.6732997,,customers
1103233110,node,private Calhau Grande,32.7173385,-17.1590952,5,
1103354957,node,Startpoint PR12,32.7533554,-17.0210499,4,yes
1104085286,node,,41.5985238,-8.4651979,,
1104086143,node,Parque Gratutito,41.5989713,-8.4648876,,
1104101334,node,,41.6050262,-8.4601232,,
1105307946,node,Parque João de Deus,40.8978434,-8.4900025,167,yes
1115451519,node,,41.1358048,-7.3229184,,
1118170293,node,,38.7881458,-9.3875071,,
1119729497,node,,40.9403194,-7.1986132,,
1126117880,node,,40.3049765,-8.4006829,,
1126742406,node,,40.279875,-8.2936337,,
1127814336,node,,40.3491142,-8.1735418,,yes
1127814378,node,,40.3492936,-8.1712806,,
1127928838,node,,40.3489735,-8.1849622,,
1141327913,node,,37.11893,-8.5288818,,
1141510241,node,Alameda,38.7370188,-9.1348722,,yes
1142112442,node,,40.5757423,-8.5117584,,
1143681934,node,,37.0771544,-7.7063797,3,yes
1144492123,node,,37.1347168,-8.5447767,,customers
1147936610,node,,41.1384891,-8.6386716,,yes
1147937070,node,,41.1386975,-8.638378,,yes
1156874181,node,,41.4991155,-8.4189162,,
1162471626,node,,39.1992384,-9.0587963,,
1163627067,node,,38.7589001,-9.2328066,,
1163629785,node,,38.7606561,-9.2316154,,
1165604104,node,,41.160783,-8.6054149,,yes
1171745022,node,,37.1321135,-8.0317327,,
1171745141,node,,37.1372745,-8.0300353,,
1172820922,node,,39.8396293,-8.4153684,,
1182517368,node,,37.7065382,-8.0850039,,permissive
1191161116,node,,38.573727,-8.900648,,
1191186165,node,Mercado Municipal de Albufeira,37.0956579,-8.2469071,,
1191186513,node,Mercado Municipal de Albufeira,37.0957327,-8.2460863,,
1191186786,node,Mercado Municipal de Albufeira,37.095233,-8.2465643,,
1191295251,node,Subterrâneo Continente Modelo,37.0900755,-8.2408141,120,
1191375182,node,,37.1298907,-8.2479891,,
1204649809,node,,37.2467584,-8.1730201,,
1207137718,node,,32.7323888,-16.8863936,6,
1212562404,node,Parque das Cidades,37.0856454,-7.9751046,,
1212562411,node,Parque das Cidades,37.0895224,-7.9786451,,
1212562414,node,Parque das Cidades,37.0895219,-7.9783243,,
1212562423,node,Parque das Cidades,37.0881976,-7.978522,,
1212562426,node,Parque das Cidades,37.0854999,-7.9813702,,yes
1216205590,node,,37.2608073,-7.9709333,,
1218954067,node,,38.0106742,-7.8677078,,
1218954095,node,,38.0096765,-7.8684586,,
1219610757,node,,37.2368217,-8.1729821,,
1219723111,node,,37.1276066,-8.2787536,,
1219723115,node,,37.12735,-8.2821197,,yes
1219723125,node,,37.1282225,-8.2814465,,
1223751746,node,,41.1763205,-8.602969,,private
1225716119,node,Parque do Hospital,41.5349452,-6.9598468,,
1226187515,node,,32.8671407,-17.1658611,,
1226187516,node,,32.8663668,-17.166356,,yes
1227161257,node,,32.8503542,-17.1960659,,
1227178534,node,,32.8492127,-17.1962399,,
1232969769,node,,37.2791311,-8.5536759,,
1234781186,node,Parque do Mercado,40.5721118,-8.4416377,,
1234787629,node,Parque do Estádio,40.5633342,-8.4430378,,
1234797948,node,,40.5846364,-8.4478979,,
1242177819,node,,38.8960179,-8.0255905,2,
1243302679,node,,41.2741041,-8.284306,,
1243302767,node,,41.273844,-8.2850217,,
1243302806,node,,41.2745825,-8.2849226,,
1255826849,node,,41.5397595,-8.6196485,,
1256146221,node,,38.7546144,-8.9601285,,
1260402267,node,,37.0833942,-8.3094916,,
1263600608,node,,37.9976079,-7.8665408,,
1263600649,node,,37.9979292,-7.8668037,,
1264759148,node,,37.7481612,-25.2015643,,
1272963746,node,,42.0769981,-8.4844899,,
1272963747,node,,42.0771534,-8.4844738,,
1276696083,node,,39.2553417,-8.5800513,,
1281541255,node,,38.6898929,-9.3555908,,yes
1283996571,node,,38.7151353,-9.2405143,,
1284073846,node,,38.7258786,-9.1616052,,
1287604449,node,,38.6961941,-9.3022653,,
1290315837,node,,36.9946912,-25.0549981,,
1292349824,node,,32.8090294,-17.055364,,customers
1297409383,node,,39.2590286,-8.5842956,,
1298529457,node,Onda Parque,32.7197818,-17.1738386,,yes
1298529463,node,,32.7239505,-17.1765063,,yes
1299106229,node,,40.210606,-8.4337001,,
1299924092,node,,39.4751727,-8.2166406,,
1301112817,node,,40.4610176,-7.5870547,,
1301598486,node,Parque P1,38.7687171,-9.1294968,,yes
1302844551,node,,38.771849,-9.161926,,yes
1302844600,node,,38.772606,-9.1620628,,
1302849313,node,,38.7626216,-9.152909,,yes
1314957755,node,,38.6916689,-9.2984571,20,
1314957757,node,,38.6922258,-9.298087,,
1315588738,node,,40.5528612,-8.6771729,40,
1317428640,node,Parque subterrâneo,39.4599212,-8.6677316,,
1319910752,node,Anadia,32.649258,-16.9047111,,yes
1323506098,node,,40.346339,-7.8084037,,
1323758534,node,,40.3460632,-7.8086535,,
1323759073,node,,40.3561473,-7.8570008,,
1327206006,node,,38.1224126,-8.6039264,,
1327791552,node,Parque do Centro de Dia de Tropeço,40.9366171,-8.3080939,20,
1327873957,node,,39.4684048,-8.6623833,,
1330715627,node,Restaurante Casa Branca,41.6057162,-7.324143,5,
1342236166,node,,32.7360181,-17.1885955,,
1359433091,node,,41.5652602,-8.3879457,,customers
1359433122,node,,41.5722214,-8.3580306,,
1362193043,node,,37.0977584,-8.6736004,,
1363685772,node,,40.0364933,-8.4594153,,
1364695387,node,,41.3786623,-8.3119311,,
1365225462,node,,41.3971058,-8.3105972,,
1366172035,node,,37.3191616,-8.5543253,,
1366172042,node,,37.3189526,-8.5544541,,yes
1366797221,node,,41.5134537,-8.7741629,,
1366904324,node,,38.8418928,-7.5923829,,
1368097464,node,,39.456773,-8.4329453,,
1368545827,node,Sol-Mar Valados,37.7594989,-25.7052957,,
1369504704,node,,41.3727555,-8.3039413,50,
1369504724,node,,41.3795414,-8.3182694,,
1369510810,node,,41.3943422,-8.3156487,,
1372578069,node,,37.0278567,-7.9465439,,customers
1372578077,node,,37.0273257,-7.9460826,,customers
1372578085,node,,37.0265805,-7.9454818,,
1377211687,node,,38.630257,-9.0382226,,
1377211697,node,,38.6292952,-9.0368064,,
1377211701,node,,38.6299951,-9.0376004,,
1377754606,node,,37.8282628,-25.2557168,,
1381841771,node,,38.65334,-8.994325,,
1386842921,node,,41.7516264,-8.8731627,,
1387664431,node,,41.1591381,-8.372582,,
1389463110,node,,38.9427129,-9.3482046,,
1391597980,node,,41.8170176,-8.8531747,,
1393871576,node,,39.4584439,-8.4295613,,
1402521908,node,,41.1870842,-8.5960204,20,
1419232419,node,,37.0772048,-8.3092864,4,
1419232430,node,,37.0763064,-8.3086005,12,
1419243193,node,,37.0831774,-8.3181319,6,
1419624354,node,,37.5227207,-8.7866826,,
1420110721,node,,40.6789363,-8.5536319,10,
1424667840,node,,38.961656,-9.4197076,,
1425256606,node,,37.1649609,-7.5208159,,yes
1428927112,node,,37.1062443,-8.2315765,12,
1428948161,node,,37.0982981,-8.2387646,,
1429429322,node,,37.0957932,-8.2330422,,
1429429357,node,,37.0958018,-8.2326559,,
1432266924,node,,37.7202738,-25.5143566,8,
1433966030,node,,37.0429631,-7.9742986,,
1433966033,node,,37.0417577,-7.9692614,,
1433966041,node,,37.0420982,-7.9710988,,
1436535978,node,,32.680896,-17.091416,,
1438514129,node,,32.6570106,-16.9456397,,yes
1438515756,node,,32.6563372,-16.9433239,,yes
1438515777,node,,32.6564776,-16.9451032,,customers
1443212169,node,,37.1354508,-8.0310994,,
1443453774,node,,32.8665094,-17.1891109,,
1446391783,node,,32.6520133,-16.9406217,,private
1446391839,node,,32.6500738,-16.9433534,,
1446414905,node,,32.6529347,-16.9452137,,
1448301984,node,Parque de Estacionamento Subterraneo,39.3373935,-8.9365552,,yes
1448519025,node,,37.16176,-7.8973878,,
1448999251,node,,32.6478169,-16.8271524,,
1449050748,node,,32.6832085,-16.796475,,
1449050772,node,,32.6840289,-16.7991221,,
1449060412,node,,32.6846812,-16.7969148,,
1449079382,node,Parque Centro de Saúde,32.6890606,-16.7944043,,
1454127308,node,,38.6484637,-9.143816,,
1454957875,node,,37.090162,-8.2597363,,
1461648201,node,,32.7238899,-17.1807922,,private
1462962219,node,,32.7034183,-16.7920547,,
1462962319,node,,32.7038278,-16.7896887,,
1469655395,node,,41.7429724,-8.1709368,8,
1471213877,node,,32.6831686,-17.0522141,,
1472054189,node,,32.6674885,-16.9041117,30,
1472189629,node,,32.6827367,-17.0398582,,
1473223947,node,,32.7063729,-16.7711936,,
1473558389,node,,32.6682041,-16.9039802,10,
1474310137,node,,32.6965168,-16.7787175,,
1474592237,node,,32.7151773,-16.7670553,,
1474592264,node,,32.7201961,-16.7722909,,
1474592268,node,,32.7260631,-16.771261,,
1475054069,node,,32.6767734,-16.9020157,,
1475155173,node,,32.7270559,-16.7723231,,
1478066168,node,,41.3578876,-8.7555635,,
1479995218,node,,32.8331495,-16.924297,,
1480224367,node,Parque da Quinta da Botica,41.5971359,-8.4670738,,
1480358928,node,,32.8126472,-17.0325617,,
1480469948,node,Car Parking Continente,41.3689835,-8.7439158,,
1481379970,node,Parque,32.8250846,-16.9695716,5,
1481398468,node,,36.9541692,-25.1035884,,
1484840869,node,,41.444317,-8.2984696,,
1484858388,node,,41.4434661,-8.2950589,,yes
1484858389,node,,41.4394932,-8.2978052,,
1484858390,node,,41.4399639,-8.3001171,,
1484865437,node,,41.4447197,-8.2956676,,
1484865438,node,,41.4414595,-8.2909822,,
1484968075,node,,38.8509338,-9.3803045,,
1484968097,node,,38.8512534,-9.3804762,,
1484974720,node,,38.8502464,-9.3797331,8,
1484974848,node,,38.8499519,-9.3773513,,
1485249378,node,,38.8523601,-9.3832554,,
1489046194,node,,32.6507818,-16.8390083,,
1490188830,node,,38.372181,-8.5136308,,
1490203208,node,,38.3708513,-8.5120123,,
1490741183,node,,38.3713099,-8.508836,,
1491806307,node,Parque Clientes Farmácia Barros,40.2507416,-8.4214085,5,
1492344714,node,,38.9423641,-9.3493226,,
1492348454,node,,38.9443084,-9.3561783,,customers
1493350100,node,,32.7762912,-16.8571576,,
1493350158,node,,32.7866638,-16.852656,,
1493350172,node,,32.7885459,-16.8529803,,yes
1493432216,node,Parque Estacionamento Restaurante Adega Jardim,32.8271947,-16.9126996,20,customers
1493568339,node,,41.7650412,-8.5788234,,
1496706590,node,,41.5126001,-7.9883348,,
1497360574,node,,40.6444436,-8.6338462,,
1497523745,node,,40.6465879,-8.6328701,,
1502221910,node,,41.6060157,-8.7425188,,
1507194892,node,,39.4609957,-8.2001109,,
1509207759,node,,32.7233585,-16.9657169,,
1514643159,node,,32.6795926,-17.0784552,,
1514659859,node,,32.679786,-17.0873415,,
1515104295,node,,32.6462047,-16.9124659,,yes
1518432286,node,,32.7915492,-16.8497429,,
1518584563,node,,32.7897276,-16.8529842,,
1518602922,node,,32.7900482,-16.8527305,,
1518602980,node,,32.7899805,-16.8533528,,
1520028125,node,,39.0937199,-8.9787476,,
1520236817,node,,39.0458161,-8.9982446,,
1520240286,node,,32.736819,-16.7388077,,
1521651639,node,,32.7528157,-17.2252021,,
1524589868,node,,32.6463228,-16.9119389,,yes
1524589880,node,,32.6467513,-16.9109809,,yes
1525409275,node,,32.6500419,-16.9370423,,customers
1531851415,node,,40.89873,-8.4929274,,
1538082448,node,,38.8304643,-9.1689522,,yes
1538409594,node,,38.8306276,-9.1762593,,
1538409619,node,,38.830987,-9.1783891,,
1539854199,node,,38.8307164,-9.1689639,,private
1540189822,node,,39.2357969,-8.6803069,,yes
1541965703,node,,38.6600768,-9.0603204,,
1544208341,node,,38.8413613,-9.0805386,70,
1544212724,node,,38.8411858,-9.0812601,,
1544212731,node,,38.8414407,-9.0811877,,
1546109262,node,,38.8426382,-9.0911916,,
1548072265,node,,38.7572016,-9.2797969,,
1548230205,node,,38.8272199,-9.1669125,,
1548536783,node,,38.726795,-9.2422632,,
1549563718,node,,38.952092,-9.3338596,,
1551028144,node,,38.6190307,-9.1141778,,
1558286286,node,,38.3696623,-8.4999421,,
1558286297,node,,38.370699,-8.500433,,
1558286426,node,,38.3697969,-8.5005134,,
1558286436,node,,38.3702553,-8.4998563,,
1558286439,node,,38.3703941,-8.5008729,,
1558286491,node,,38.3697674,-8.4999314,,
1558328712,node,,38.3708972,-8.5067219,,
1558405474,node,,38.3794633,-8.5137126,,
1558405484,node,,38.3802076,-8.5153005,,
1558405553,node,,38.3788006,-8.5141348,,
1562362115,node,,33.0543323,-16.341171,,
1562362151,node,,33.059431,-16.3430915,,
1562378032,node,,33.0603628,-16.331553,,yes
1562761052,node,,33.05362,-16.3570574,,
1562801904,node,,33.0632212,-16.3169718,,
1563112429,node,,41.8736683,-8.8364879,,
1563552184,node,,33.0664833,-16.3173626,,yes
1563556913,node,,38.3737673,-8.5121696,,
1563556914,node,,38.3772578,-8.5147928,,
1563556917,node,,38.3737374,-8.510733,,
1563556924,node,,38.3734014,-8.5150235,,
1563556925,node,,38.3751677,-8.5160427,,
1563556926,node,,38.3761728,-8.5140418,,
1563556927,node,,38.3734471,-8.5132193,,
1563556936,node,,38.3747934,-8.5155438,,
1563556937,node,,38.3767616,-8.5142349,,
1563556945,node,,38.3719378,-8.5070412,,
1563556951,node,,38.3734518,-8.5140525,,
1563556954,node,,38.3741205,-8.5122876,,
1563556960,node,,38.3773289,-8.5155508,,
1563556962,node,,38.3727579,-8.508495,,
1563556965,node,,38.3765387,-8.5095947,,
1563556967,node,,38.375277,-8.5100989,,
1563556982,node,,38.3750878,-8.513221,,
1563556990,node,,38.3775185,-8.5145299,,
1563565165,node,,33.0594253,-16.3337386,,
1564038205,node,,38.8391508,-9.0931154,,
1565394044,node,,38.760087,-9.1546772,,
1565849460,node,,37.5102444,-8.7053031,,
1567430310,node,Parque da Escola Superior de Tecnologia e Gestão de Águeda,40.5742288,-8.4437094,,
1567430343,node,Parque da ESTGA,40.5735557,-8.4446871,,
1567728819,node,,38.7048925,-9.2526642,,yes
1567728879,node,,38.7047459,-9.2520393,,
1567729561,node,,38.7048004,-9.250792,,
1567730254,node,,38.7060102,-9.2520634,,
1567730442,node,,38.7055936,-9.2513042,,
1567730518,node,,38.70668,-9.2504809,,
1570112385,node,,38.804404,-9.3354073,,
1574444634,node,,37.118876,-8.6524999,,
1574486028,node,,37.1072333,-8.6795934,,customers
1578592162,node,,38.3743402,-8.5154267,,
1580207617,node,,38.7700231,-9.3074318,,
1581599767,node,,38.699057,-9.237074,,
1581649011,node,,38.3616299,-8.4802166,,
1583405365,node,,38.5333012,-8.894687,,
1584787092,node,,41.5465214,-8.4227834,,yes
1585856732,node,,41.626277,-8.4727588,,
1587518269,node,,38.6989448,-9.2301475,,yes
1589046679,node,,41.659177,-8.2727835,20,
1589062109,node,,39.7522194,-7.9223112,,
1592616111,node,,40.3470193,-8.5876213,,
1592616153,node,,40.3445111,-8.5847406,,
1592616289,node,,40.3432886,-8.5859476,,
1592616525,node,,40.3444743,-8.5876589,,
1592616632,node,,40.3472156,-8.5864465,,
1592616666,node,,40.3480374,-8.5864841,,
1593029977,node,,38.8515487,-9.0754361,,
1593125343,node,,40.3420151,-8.5921478,,
1593170363,node,,40.3462591,-8.5895649,,
1593170467,node,,40.3461303,-8.5957983,,
1593238254,node,,40.3485127,-8.5925619,,
1593357708,node,,40.3551784,-8.5964511,,
1594612282,node,,38.2892965,-8.5360741,,
1595623994,node,,38.7665201,-9.3086664,,
1596213992,node,,41.6448514,-6.6648575,,
1596542531,node,,38.8494754,-9.3797542,,
1596553153,node,,39.7498492,-7.9248015,,
1596865374,node,,38.6294913,-9.1183985,,
1596865386,node,,38.6208224,-9.1138253,,
1596865456,node,,38.6200114,-9.1125218,,
1597987623,node,,38.4070998,-8.7475204,,
1598143514,node,,38.7511283,-9.2059897,,
1598315144,node,,38.7698126,-9.3047986,,
1598834416,node,,38.7683441,-9.2996212,,
1598947191,node,,38.6704601,-9.170264,,customers
1598962182,node,,39.3654194,-9.3805576,,
1598967424,node,Parque Praça da Liberdade,38.6785736,-9.1571094,780,yes
1599464624,node,,38.7717493,-9.2928607,,
1601512643,node,,40.2005802,-8.3678649,,
1602660097,node,,37.8890906,-25.7444751,,
1605526068,node,,38.693475,-9.4202007,,
1605526088,node,,38.6937851,-9.4206996,,yes
1605526090,node,,38.693803,-9.4206569,,yes
1605526225,node,,38.6975123,-9.4197204,,yes
1615898423,node,,41.7975813,-8.5737437,,
1617643310,node,,37.1863889,-8.4450498,,
1617643355,node,,37.1857735,-8.4450713,,
1617643357,node,,37.1867821,-8.4463266,,
1633158500,node,,37.9824693,-7.538357,,
1634204093,node,,38.8575843,-9.0718349,,
1634204105,node,,38.8592698,-9.0683078,,
1634204131,node,,38.8577952,-9.0779638,,yes
1634204155,node,,38.8577618,-9.0734684,,
1634204159,node,,38.8574694,-9.0706842,,
1634204189,node,,38.8582443,-9.0687477,,
1634204235,node,,38.8569681,-9.0704294,,
1634204247,node,,38.8578788,-9.0710007,,
1634204254,node,,38.8606357,-9.0754237,,yes
1634204258,node,,38.8601804,-9.074206,,yes
1635239093,node,,38.8624645,-9.0783517,,
1635239105,node,,38.8629146,-9.0785777,,
1635239114,node,,38.862005,-9.0778904,,yes
1635245106,node,,38.8656327,-9.0753504,,
1635250494,node,,38.8622807,-9.0750365,,yes
1635264835,node,,38.8611207,-9.0738296,,private
1638371633,node,,37.0993162,-8.2355051,,
1640538925,node,,38.8644681,-9.0761342,,
1640782626,node,,38.8604505,-9.0709231,,
1640782662,node,,38.8602333,-9.0701291,,
1640782670,node,,38.8590428,-9.0701721,,
1650474810,node,,40.6463203,-8.7321325,,
1651599206,node,,38.7591287,-9.1556615,,
1651732459,node,,38.8583576,-9.1311272,,
1656560174,node,Parque Intermarché,40.1225298,-8.5034166,,
1662256776,node,,38.6243639,-9.148538,,
1662431261,node,Bento Gonçalves,38.675425,-9.1659388,142,yes
